"orderNumber","occurrenceID","family","verbatimScientificName","identificationQualifier","genus","specificEpithet","infraspecificEpithet","scientificNameAuthorship","eventDate","year","basisOfRecord","lifeStage","organismQuantity","organismQuantityType","decimalLatitude","decimalLongitude","coordinateUncertaintyInMeters","locality","municipality","stateProvince","island","islandGroup","country","countryCode","recordedBy","identifiedBy","identificationRemarks","occurrenceRemarks","associatedMedia","kingdom","scientificName","taxonID","geodeticDatum","language","license","rightsHolder","datasetID","institutionCode","datasetName","taxonRank","nomenclaturalCode"
280,"WL:SNAIL:GC:OCC:00279","Trissexodontidae","Caracollina lenticula",,"Caracollina","lenticula",,"(Michaud, 1831)",2020-02-04,2020,"HumanObservation",,2,"exact count",27.9005,-15.7294,25,"Cruz de Mogán","Mogán","Las Palmas","Gran Canaria","Canary Islands","Spain","ES","Ward Langeraert","Ward Langeraert",,"empty shell",,"Animalia","Caracollina lenticula","checklist_snails_grancanaria:taxon:fdc20a7b515d2326fac0b766ba4cc5b8","WGS84","en","http://creativecommons.org/publicdomain/zero/1.0/","UGent","https://doi.org/10.15468/ny1f9n","UGent","Land and freshwater molluscs of Gran Canaria (Spain)","species","ICZN"
281,"WL:SNAIL:GC:OCC:00280","Trissexodontidae","Caracollina lenticula",,"Caracollina","lenticula",,"(Michaud, 1831)",2020-02-04,2020,"HumanObservation",,10,"estimate count",27.898,-15.7297,25,"Cruz de Mogán","Mogán","Las Palmas","Gran Canaria","Canary Islands","Spain","ES","Ward Langeraert","Ward Langeraert",,"empty shell",,"Animalia","Caracollina lenticula","checklist_snails_grancanaria:taxon:fdc20a7b515d2326fac0b766ba4cc5b8","WGS84","en","http://creativecommons.org/publicdomain/zero/1.0/","UGent","https://doi.org/10.15468/ny1f9n","UGent","Land and freshwater molluscs of Gran Canaria (Spain)","species","ICZN"
282,"WL:SNAIL:GC:OCC:00281","Helicidae","Hemicycla psathyra psathyra",,"Hemicycla","psathyra","psathyra","(R.T. Lowe, 1861)",2020-02-04,2020,"HumanObservation",,10,"estimate count",27.898,-15.7297,25,"Cruz de Mogán","Mogán","Las Palmas","Gran Canaria","Canary Islands","Spain","ES","Ward Langeraert","Ward Langeraert",,"empty shell",,"Animalia","Hemicycla psathyra psathyra","checklist_snails_grancanaria:taxon:ddd9f5376d38a6dab4b1a748155c64e9","WGS84","en","http://creativecommons.org/publicdomain/zero/1.0/","UGent","https://doi.org/10.15468/ny1f9n","UGent","Land and freshwater molluscs of Gran Canaria (Spain)","subspecies","ICZN"
283,"WL:SNAIL:GC:OCC:00282","Geomitridae","Monilearia spec.",,"Monilearia",,,,2020-02-04,2020,"HumanObservation",,1,"exact count",27.898,-15.7297,25,"Cruz de Mogán","Mogán","Las Palmas","Gran Canaria","Canary Islands","Spain","ES","Ward Langeraert","Ward Langeraert","shell somewhat smaller and more diamond shaped than M. cf. praeposita, very variable in shell height; possibly the species referred to by Mousson (1872) and Wollaston (1878) as M. persimilis and by Odhner (1931) as M. phalerata, but could also belong to M. praeposita (Mousson, 1872) (Theo ripken, personal comment)","empty shell",,"Animalia","Monilearia spec.","checklist_snails_grancanaria:taxon:2e0980092d64f0feed6da6ab769d248c","WGS84","en","http://creativecommons.org/publicdomain/zero/1.0/","UGent","https://doi.org/10.15468/ny1f9n","UGent","Land and freshwater molluscs of Gran Canaria (Spain)","genus","ICZN"
284,"WL:SNAIL:GC:OCC:00283","Helicidae","Hemicycla psathyra psathyra",,"Hemicycla","psathyra","psathyra","(R.T. Lowe, 1861)",2020-02-04,2020,"HumanObservation",,15,"estimate count",27.8948,-15.7283,25,"Cruz de Mogán","Mogán","Las Palmas","Gran Canaria","Canary Islands","Spain","ES","Ward Langeraert","Ward Langeraert",,"empty shell",,"Animalia","Hemicycla psathyra psathyra","checklist_snails_grancanaria:taxon:ddd9f5376d38a6dab4b1a748155c64e9","WGS84","en","http://creativecommons.org/publicdomain/zero/1.0/","UGent","https://doi.org/10.15468/ny1f9n","UGent","Land and freshwater molluscs of Gran Canaria (Spain)","subspecies","ICZN"
285,"WL:SNAIL:GC:OCC:00284","Trissexodontidae","Caracollina lenticula",,"Caracollina","lenticula",,"(Michaud, 1831)",2020-02-04,2020,"HumanObservation",,3,"exact count",27.8948,-15.7283,25,"Cruz de Mogán","Mogán","Las Palmas","Gran Canaria","Canary Islands","Spain","ES","Ward Langeraert","Ward Langeraert",,"empty shell",,"Animalia","Caracollina lenticula","checklist_snails_grancanaria:taxon:fdc20a7b515d2326fac0b766ba4cc5b8","WGS84","en","http://creativecommons.org/publicdomain/zero/1.0/","UGent","https://doi.org/10.15468/ny1f9n","UGent","Land and freshwater molluscs of Gran Canaria (Spain)","species","ICZN"
286,"WL:SNAIL:GC:OCC:00285","Geomitridae","Monilearia spec.",,"Monilearia",,,,2020-02-04,2020,"HumanObservation",,5,"exact count",27.8941,-15.7282,25,"Cruz de Mogán","Mogán","Las Palmas","Gran Canaria","Canary Islands","Spain","ES","Ward Langeraert","Ward Langeraert","shell somewhat smaller and more diamond shaped than M. cf. praeposita, very variable in shell height; possibly the species referred to by Mousson (1872) and Wollaston (1878) as M. persimilis and by Odhner (1931) as M. phalerata, but could also belong to M. praeposita (Mousson, 1872) (Theo ripken, personal comment)","empty shell",,"Animalia","Monilearia spec.","checklist_snails_grancanaria:taxon:2e0980092d64f0feed6da6ab769d248c","WGS84","en","http://creativecommons.org/publicdomain/zero/1.0/","UGent","https://doi.org/10.15468/ny1f9n","UGent","Land and freshwater molluscs of Gran Canaria (Spain)","genus","ICZN"
287,"WL:SNAIL:GC:OCC:00286","Enidae","Napaeus josei",,"Napaeus","josei",,"Santana, Alonso & Ibáñez, 2011",2020-02-04,2020,"HumanObservation","adult",3,"exact count",27.8938,-15.7297,25,"Cruz de Mogán","Mogán","Las Palmas","Gran Canaria","Canary Islands","Spain","ES","Ward Langeraert","Ward Langeraert",,"empty shell",,"Animalia","Napaeus josei","checklist_snails_grancanaria:taxon:d536631d09791dae87c57a497abb8d00","WGS84","en","http://creativecommons.org/publicdomain/zero/1.0/","UGent","https://doi.org/10.15468/ny1f9n","UGent","Land and freshwater molluscs of Gran Canaria (Spain)","species","ICZN"
288,"WL:SNAIL:GC:OCC:00287","Helicidae","Otala lactea",,"Otala","lactea",,"(O.F. Müller, 1774)",2020-02-04,2020,"HumanObservation",,1,"exact count",27.8939,-15.7304,25,"Cruz de Mogán","Mogán","Las Palmas","Gran Canaria","Canary Islands","Spain","ES","Ward Langeraert","Ward Langeraert",,"empty shell",,"Animalia","Otala lactea","checklist_snails_grancanaria:taxon:385a77c6ebbb70834066e69625246546","WGS84","en","http://creativecommons.org/publicdomain/zero/1.0/","UGent","https://doi.org/10.15468/ny1f9n","UGent","Land and freshwater molluscs of Gran Canaria (Spain)","species","ICZN"
289,"WL:SNAIL:GC:OCC:00288","Helicidae","Hemicycla psathyra psathyra",,"Hemicycla","psathyra","psathyra","(R.T. Lowe, 1861)",2020-02-04,2020,"HumanObservation",,2,"exact count",27.8924,-15.7298,25,"Cruz de Mogán","Mogán","Las Palmas","Gran Canaria","Canary Islands","Spain","ES","Ward Langeraert","Ward Langeraert",,"empty shell",,"Animalia","Hemicycla psathyra psathyra","checklist_snails_grancanaria:taxon:ddd9f5376d38a6dab4b1a748155c64e9","WGS84","en","http://creativecommons.org/publicdomain/zero/1.0/","UGent","https://doi.org/10.15468/ny1f9n","UGent","Land and freshwater molluscs of Gran Canaria (Spain)","subspecies","ICZN"
290,"WL:SNAIL:GC:OCC:00289","Trissexodontidae","Caracollina lenticula",,"Caracollina","lenticula",,"(Michaud, 1831)",2020-02-05,2020,"HumanObservation",,2,"exact count",27.7794,-15.531,25,"Between Playa del Águila and Cañon del Águila","San Bartolomé de Tirajana","Las Palmas","Gran Canaria","Canary Islands","Spain","ES","Ward Langeraert","Ward Langeraert",,"empty shell","https://live.staticflickr.com/65535/49869307743_4a624c4053_b.jpg | https://live.staticflickr.com/65535/49870147287_740f9dee47_b.jpg | https://live.staticflickr.com/65535/49870147022_30e83e9bd9_b.jpg","Animalia","Caracollina lenticula","checklist_snails_grancanaria:taxon:fdc20a7b515d2326fac0b766ba4cc5b8","WGS84","en","http://creativecommons.org/publicdomain/zero/1.0/","UGent","https://doi.org/10.15468/ny1f9n","UGent","Land and freshwater molluscs of Gran Canaria (Spain)","species","ICZN"
291,"WL:SNAIL:GC:OCC:00290","Geomitridae","Monilearia spec.",,"Monilearia",,,,2020-02-05,2020,"HumanObservation",,25,"estimate count",27.779,-15.5314,25,"Between Playa del Águila and Cañon del Águila","San Bartolomé de Tirajana","Las Palmas","Gran Canaria","Canary Islands","Spain","ES","Ward Langeraert","Ward Langeraert","shell somewhat smaller and more diamond shaped than M. cf. praeposita, very variable in shell height; possibly the species referred to by Mousson (1872) and Wollaston (1878) as M. persimilis and by Odhner (1931) as M. phalerata, but could also belong to M. praeposita (Mousson, 1872) (Theo ripken, personal comment)","empty shell","https://live.staticflickr.com/65535/49869307743_4a624c4053_b.jpg | https://live.staticflickr.com/65535/49870147287_740f9dee47_b.jpg | https://live.staticflickr.com/65535/49870147022_30e83e9bd9_b.jpg","Animalia","Monilearia spec.","checklist_snails_grancanaria:taxon:2e0980092d64f0feed6da6ab769d248c","WGS84","en","http://creativecommons.org/publicdomain/zero/1.0/","UGent","https://doi.org/10.15468/ny1f9n","UGent","Land and freshwater molluscs of Gran Canaria (Spain)","genus","ICZN"
292,"WL:SNAIL:GC:OCC:00291","Helicidae","Hemicycla berkeleii",,"Hemicycla","berkeleii",,"(R.T. Lowe, 1861)",2020-02-05,2020,"HumanObservation","adult",6,"exact count",27.779,-15.5315,25,"Between Playa del Águila and Cañon del Águila","San Bartolomé de Tirajana","Las Palmas","Gran Canaria","Canary Islands","Spain","ES","Ward Langeraert","Ward Langeraert",,"empty shell","https://live.staticflickr.com/65535/49866076801_e8e2345729_b.jpg | https://live.staticflickr.com/65535/49866076656_ae40706de4_b.jpg | https://live.staticflickr.com/65535/49866388317_6a9d03edcd_b.jpg | https://live.staticflickr.com/65535/49865541798_12a2ec685e_b.jpg | https://live.staticflickr.com/65535/49869307743_4a624c4053_b.jpg | https://live.staticflickr.com/65535/49870147287_740f9dee47_b.jpg | https://live.staticflickr.com/65535/49870147022_30e83e9bd9_b.jpg","Animalia","Hemicycla berkeleii","checklist_snails_grancanaria:taxon:336d37065fa7b8dbbb9108de3d16cb49","WGS84","en","http://creativecommons.org/publicdomain/zero/1.0/","UGent","https://doi.org/10.15468/ny1f9n","UGent","Land and freshwater molluscs of Gran Canaria (Spain)","species","ICZN"
293,"WL:SNAIL:GC:OCC:00292","Helicidae","Hemicycla berkeleii",,"Hemicycla","berkeleii",,"(R.T. Lowe, 1861)",2020-02-05,2020,"HumanObservation","juvenile",9,"exact count",27.779,-15.5315,25,"Between Playa del Águila and Cañon del Águila","San Bartolomé de Tirajana","Las Palmas","Gran Canaria","Canary Islands","Spain","ES","Ward Langeraert","Ward Langeraert",,"empty shell","https://live.staticflickr.com/65535/49869307743_4a624c4053_b.jpg | https://live.staticflickr.com/65535/49870147287_740f9dee47_b.jpg | https://live.staticflickr.com/65535/49870147022_30e83e9bd9_b.jpg","Animalia","Hemicycla berkeleii","checklist_snails_grancanaria:taxon:336d37065fa7b8dbbb9108de3d16cb49","WGS84","en","http://creativecommons.org/publicdomain/zero/1.0/","UGent","https://doi.org/10.15468/ny1f9n","UGent","Land and freshwater molluscs of Gran Canaria (Spain)","species","ICZN"
294,"WL:SNAIL:GC:OCC:00293","Geomitridae","Monilearia spec.",,"Monilearia",,,,2020-02-05,2020,"HumanObservation",,10,"estimate count",27.7834,-15.5361,25,"Between Playa del Águila and Cañon del Águila","San Bartolomé de Tirajana","Las Palmas","Gran Canaria","Canary Islands","Spain","ES","Ward Langeraert","Ward Langeraert","shell somewhat smaller and more diamond shaped than M. cf. praeposita, very variable in shell height; possibly the species referred to by Mousson (1872) and Wollaston (1878) as M. persimilis and by Odhner (1931) as M. phalerata, but could also belong to M. praeposita (Mousson, 1872) (Theo ripken, personal comment)","empty shell",,"Animalia","Monilearia spec.","checklist_snails_grancanaria:taxon:2e0980092d64f0feed6da6ab769d248c","WGS84","en","http://creativecommons.org/publicdomain/zero/1.0/","UGent","https://doi.org/10.15468/ny1f9n","UGent","Land and freshwater molluscs of Gran Canaria (Spain)","genus","ICZN"
295,"WL:SNAIL:GC:OCC:00294","Helicidae","Hemicycla berkeleii",,"Hemicycla","berkeleii",,"(R.T. Lowe, 1861)",2020-02-05,2020,"HumanObservation","adult",6,"exact count",27.7839,-15.5369,25,"Between Playa del Águila and Cañon del Águila","San Bartolomé de Tirajana","Las Palmas","Gran Canaria","Canary Islands","Spain","ES","Ward Langeraert","Ward Langeraert",,"empty shell",,"Animalia","Hemicycla berkeleii","checklist_snails_grancanaria:taxon:336d37065fa7b8dbbb9108de3d16cb49","WGS84","en","http://creativecommons.org/publicdomain/zero/1.0/","UGent","https://doi.org/10.15468/ny1f9n","UGent","Land and freshwater molluscs of Gran Canaria (Spain)","species","ICZN"
296,"WL:SNAIL:GC:OCC:00295","Helicidae","Hemicycla berkeleii",,"Hemicycla","berkeleii",,"(R.T. Lowe, 1861)",2020-02-05,2020,"HumanObservation","juvenile",2,"exact count",27.7839,-15.5369,25,"Between Playa del Águila and Cañon del Águila","San Bartolomé de Tirajana","Las Palmas","Gran Canaria","Canary Islands","Spain","ES","Ward Langeraert","Ward Langeraert",,"empty shell",,"Animalia","Hemicycla berkeleii","checklist_snails_grancanaria:taxon:336d37065fa7b8dbbb9108de3d16cb49","WGS84","en","http://creativecommons.org/publicdomain/zero/1.0/","UGent","https://doi.org/10.15468/ny1f9n","UGent","Land and freshwater molluscs of Gran Canaria (Spain)","species","ICZN"
297,"WL:SNAIL:GC:OCC:00296","Trissexodontidae","Caracollina lenticula",,"Caracollina","lenticula",,"(Michaud, 1831)",2020-02-05,2020,"HumanObservation",,1,"exact count",27.7843,-15.5367,25,"Between Playa del Águila and Cañon del Águila","San Bartolomé de Tirajana","Las Palmas","Gran Canaria","Canary Islands","Spain","ES","Ward Langeraert","Ward Langeraert",,"empty shell",,"Animalia","Caracollina lenticula","checklist_snails_grancanaria:taxon:fdc20a7b515d2326fac0b766ba4cc5b8","WGS84","en","http://creativecommons.org/publicdomain/zero/1.0/","UGent","https://doi.org/10.15468/ny1f9n","UGent","Land and freshwater molluscs of Gran Canaria (Spain)","species","ICZN"
298,"WL:SNAIL:GC:OCC:00297","Geomitridae","Monilearia spec.",,"Monilearia",,,,2020-02-05,2020,"HumanObservation",,10,"estimate count",27.7861,-15.5366,25,"Between Playa del Águila and Cañon del Águila","San Bartolomé de Tirajana","Las Palmas","Gran Canaria","Canary Islands","Spain","ES","Ward Langeraert","Ward Langeraert","shell somewhat smaller and more diamond shaped than M. cf. praeposita, very variable in shell height; possibly the species referred to by Mousson (1872) and Wollaston (1878) as M. persimilis and by Odhner (1931) as M. phalerata, but could also belong to M. praeposita (Mousson, 1872) (Theo ripken, personal comment)","empty shell",,"Animalia","Monilearia spec.","checklist_snails_grancanaria:taxon:2e0980092d64f0feed6da6ab769d248c","WGS84","en","http://creativecommons.org/publicdomain/zero/1.0/","UGent","https://doi.org/10.15468/ny1f9n","UGent","Land and freshwater molluscs of Gran Canaria (Spain)","genus","ICZN"
299,"WL:SNAIL:GC:OCC:00298","Helicidae","Hemicycla berkeleii",,"Hemicycla","berkeleii",,"(R.T. Lowe, 1861)",2020-02-05,2020,"HumanObservation","adult",1,"exact count",27.7862,-15.5367,25,"Between Playa del Águila and Cañon del Águila","San Bartolomé de Tirajana","Las Palmas","Gran Canaria","Canary Islands","Spain","ES","Ward Langeraert","Ward Langeraert",,"empty shell",,"Animalia","Hemicycla berkeleii","checklist_snails_grancanaria:taxon:336d37065fa7b8dbbb9108de3d16cb49","WGS84","en","http://creativecommons.org/publicdomain/zero/1.0/","UGent","https://doi.org/10.15468/ny1f9n","UGent","Land and freshwater molluscs of Gran Canaria (Spain)","species","ICZN"
300,"WL:SNAIL:GC:OCC:00299","Geomitridae","Monilearia spec.",,"Monilearia",,,,2020-02-05,2020,"HumanObservation",,1,"exact count",27.79,-15.5368,25,"Barranco del Tariscal del Águila","San Bartolomé de Tirajana","Las Palmas","Gran Canaria","Canary Islands","Spain","ES","Ward Langeraert","Ward Langeraert","shell somewhat smaller and more diamond shaped than M. cf. praeposita, very variable in shell height; possibly the species referred to by Mousson (1872) and Wollaston (1878) as M. persimilis and by Odhner (1931) as M. phalerata, but could also belong to M. praeposita (Mousson, 1872) (Theo ripken, personal comment)","empty shell","https://live.staticflickr.com/65535/49870146827_fe3ae53005_b.jpg","Animalia","Monilearia spec.","checklist_snails_grancanaria:taxon:2e0980092d64f0feed6da6ab769d248c","WGS84","en","http://creativecommons.org/publicdomain/zero/1.0/","UGent","https://doi.org/10.15468/ny1f9n","UGent","Land and freshwater molluscs of Gran Canaria (Spain)","genus","ICZN"
301,"WL:SNAIL:GC:OCC:00300","Helicidae","Hemicycla berkeleii",,"Hemicycla","berkeleii",,"(R.T. Lowe, 1861)",2020-02-05,2020,"HumanObservation","adult",2,"exact count",27.7902,-15.5377,25,"Barranco del Tariscal del Águila","San Bartolomé de Tirajana","Las Palmas","Gran Canaria","Canary Islands","Spain","ES","Ward Langeraert","Ward Langeraert",,"empty shell","https://live.staticflickr.com/65535/49870146827_fe3ae53005_b.jpg","Animalia","Hemicycla berkeleii","checklist_snails_grancanaria:taxon:336d37065fa7b8dbbb9108de3d16cb49","WGS84","en","http://creativecommons.org/publicdomain/zero/1.0/","UGent","https://doi.org/10.15468/ny1f9n","UGent","Land and freshwater molluscs of Gran Canaria (Spain)","species","ICZN"
302,"WL:SNAIL:GC:OCC:00301","Planorbidae","Ancylus striatus",,"Ancylus","striatus",,"Quoy & Gaimard, 1834",2020-02-05,2020,"HumanObservation",,30,"estimate count",27.7917,-15.5407,25,"Barranco del Tariscal del Águila","San Bartolomé de Tirajana","Las Palmas","Gran Canaria","Canary Islands","Spain","ES","Ward Langeraert","Ward Langeraert",,"empty shell","https://live.staticflickr.com/65535/49869840571_c4627856a3_b.jpg | https://live.staticflickr.com/65535/49869840786_2a1d090053_b.jpg","Animalia","Ancylus striatus","checklist_snails_grancanaria:taxon:9b3523d7e0a9fd19d302beba40275e33","WGS84","en","http://creativecommons.org/publicdomain/zero/1.0/","UGent","https://doi.org/10.15468/ny1f9n","UGent","Land and freshwater molluscs of Gran Canaria (Spain)","species","ICZN"
303,"WL:SNAIL:GC:OCC:00302","Planorbidae","Ancylus striatus",,"Ancylus","striatus",,"Quoy & Gaimard, 1834",2020-02-05,2020,"HumanObservation",,30,"estimate count",27.7918,-15.5407,25,"Barranco del Tariscal del Águila","San Bartolomé de Tirajana","Las Palmas","Gran Canaria","Canary Islands","Spain","ES","Ward Langeraert","Ward Langeraert",,"alive","https://live.staticflickr.com/65535/49866090236_86534a2deb_b.jpg | https://live.staticflickr.com/65535/49865554888_760650fb88_b.jpg | https://live.staticflickr.com/65535/49869840571_c4627856a3_b.jpg | https://live.staticflickr.com/65535/49869840786_2a1d090053_b.jpg","Animalia","Ancylus striatus","checklist_snails_grancanaria:taxon:9b3523d7e0a9fd19d302beba40275e33","WGS84","en","http://creativecommons.org/publicdomain/zero/1.0/","UGent","https://doi.org/10.15468/ny1f9n","UGent","Land and freshwater molluscs of Gran Canaria (Spain)","species","ICZN"
304,"WL:SNAIL:GC:OCC:00303","Physidae","Physella cf. acuta","cf.","Physella","cf. acuta",,,2020-02-05,2020,"HumanObservation",,20,"estimate count",27.7918,-15.5407,25,"Barranco del Tariscal del Águila","San Bartolomé de Tirajana","Las Palmas","Gran Canaria","Canary Islands","Spain","ES","Ward Langeraert","Ward Langeraert","very elongated, but not like A. hypnorum","empty shell","https://live.staticflickr.com/65535/49869840571_c4627856a3_b.jpg | https://live.staticflickr.com/65535/49869840786_2a1d090053_b.jpg","Animalia","Physella acuta","checklist_snails_grancanaria:taxon:e14295dcb861cb71e52ae5e42ca879ec","WGS84","en","http://creativecommons.org/publicdomain/zero/1.0/","UGent","https://doi.org/10.15468/ny1f9n","UGent","Land and freshwater molluscs of Gran Canaria (Spain)","species","ICZN"
305,"WL:SNAIL:GC:OCC:00304","Trissexodontidae","Caracollina lenticula",,"Caracollina","lenticula",,"(Michaud, 1831)",2020-02-05,2020,"HumanObservation","adult",1,"exact count",27.7919,-15.5406,25,"Barranco del Tariscal del Águila","San Bartolomé de Tirajana","Las Palmas","Gran Canaria","Canary Islands","Spain","ES","Ward Langeraert","Ward Langeraert",,"empty shell","https://live.staticflickr.com/65535/49870176822_01ec88a816_b.jpg","Animalia","Caracollina lenticula","checklist_snails_grancanaria:taxon:fdc20a7b515d2326fac0b766ba4cc5b8","WGS84","en","http://creativecommons.org/publicdomain/zero/1.0/","UGent","https://doi.org/10.15468/ny1f9n","UGent","Land and freshwater molluscs of Gran Canaria (Spain)","species","ICZN"
306,"WL:SNAIL:GC:OCC:00305","Planorbidae","Ancylus striatus",,"Ancylus","striatus",,"Quoy & Gaimard, 1834",2020-02-05,2020,"HumanObservation",,60,"estimate count",27.793,-15.5415,25,"Barranco del Tariscal del Águila","San Bartolomé de Tirajana","Las Palmas","Gran Canaria","Canary Islands","Spain","ES","Ward Langeraert","Ward Langeraert",,"empty shell | ground sample taken","https://live.staticflickr.com/65535/49870176822_01ec88a816_b.jpg","Animalia","Ancylus striatus","checklist_snails_grancanaria:taxon:9b3523d7e0a9fd19d302beba40275e33","WGS84","en","http://creativecommons.org/publicdomain/zero/1.0/","UGent","https://doi.org/10.15468/ny1f9n","UGent","Land and freshwater molluscs of Gran Canaria (Spain)","species","ICZN"
307,"WL:SNAIL:GC:OCC:00306","Helicidae","Hemicycla berkeleii",,"Hemicycla","berkeleii",,"(R.T. Lowe, 1861)",2020-02-05,2020,"HumanObservation","adult",13,"exact count",27.793,-15.5416,25,"Barranco del Tariscal del Águila","San Bartolomé de Tirajana","Las Palmas","Gran Canaria","Canary Islands","Spain","ES","Ward Langeraert","Ward Langeraert",,"empty shell","https://live.staticflickr.com/65535/49870176822_01ec88a816_b.jpg","Animalia","Hemicycla berkeleii","checklist_snails_grancanaria:taxon:336d37065fa7b8dbbb9108de3d16cb49","WGS84","en","http://creativecommons.org/publicdomain/zero/1.0/","UGent","https://doi.org/10.15468/ny1f9n","UGent","Land and freshwater molluscs of Gran Canaria (Spain)","species","ICZN"
308,"WL:SNAIL:GC:OCC:00307","Helicidae","Hemicycla berkeleii",,"Hemicycla","berkeleii",,"(R.T. Lowe, 1861)",2020-02-05,2020,"HumanObservation","juvenile",2,"exact count",27.793,-15.5416,25,"Barranco del Tariscal del Águila","San Bartolomé de Tirajana","Las Palmas","Gran Canaria","Canary Islands","Spain","ES","Ward Langeraert","Ward Langeraert",,"empty shell","https://live.staticflickr.com/65535/49870176822_01ec88a816_b.jpg","Animalia","Hemicycla berkeleii","checklist_snails_grancanaria:taxon:336d37065fa7b8dbbb9108de3d16cb49","WGS84","en","http://creativecommons.org/publicdomain/zero/1.0/","UGent","https://doi.org/10.15468/ny1f9n","UGent","Land and freshwater molluscs of Gran Canaria (Spain)","species","ICZN"
309,"WL:SNAIL:GC:OCC:00308","Helicidae","Hemicycla berkeleii",,"Hemicycla","berkeleii",,"(R.T. Lowe, 1861)",2020-02-05,2020,"HumanObservation","adult",1,"exact count",27.793,-15.5425,25,"Barranco del Tariscal del Águila","San Bartolomé de Tirajana","Las Palmas","Gran Canaria","Canary Islands","Spain","ES","Ward Langeraert","Ward Langeraert",,"alive","https://live.staticflickr.com/65535/49866350502_72803fc23a_b.jpg | https://live.staticflickr.com/65535/49870176822_01ec88a816_b.jpg","Animalia","Hemicycla berkeleii","checklist_snails_grancanaria:taxon:336d37065fa7b8dbbb9108de3d16cb49","WGS84","en","http://creativecommons.org/publicdomain/zero/1.0/","UGent","https://doi.org/10.15468/ny1f9n","UGent","Land and freshwater molluscs of Gran Canaria (Spain)","species","ICZN"
310,"WL:SNAIL:GC:OCC:00309","Geomitridae","Monilearia spec.",,"Monilearia",,,,2020-02-05,2020,"HumanObservation",,10,"estimate count",27.793,-15.5426,25,"Barranco del Tariscal del Águila","San Bartolomé de Tirajana","Las Palmas","Gran Canaria","Canary Islands","Spain","ES","Ward Langeraert","Ward Langeraert","shell somewhat smaller and more diamond shaped than M. cf. praeposita, very variable in shell height; possibly the species referred to by Mousson (1872) and Wollaston (1878) as M. persimilis and by Odhner (1931) as M. phalerata, but could also belong to M. praeposita (Mousson, 1872) (Theo ripken, personal comment)","empty shell","https://live.staticflickr.com/65535/49870176822_01ec88a816_b.jpg","Animalia","Monilearia spec.","checklist_snails_grancanaria:taxon:2e0980092d64f0feed6da6ab769d248c","WGS84","en","http://creativecommons.org/publicdomain/zero/1.0/","UGent","https://doi.org/10.15468/ny1f9n","UGent","Land and freshwater molluscs of Gran Canaria (Spain)","genus","ICZN"
311,"WL:SNAIL:GC:OCC:00310","Helicidae","Hemicycla psathyra cf. temperata","cf.","Hemicycla","psathyra","cf. temperata","(Mousson, 1872)",2020-02-05,2020,"HumanObservation",,15,"estimate count",27.7933,-15.5435,25,"Barranco del Tariscal del Águila","San Bartolomé de Tirajana","Las Palmas","Gran Canaria","Canary Islands","Spain","ES","Ward Langeraert","Ward Langeraert","location is strange for this species, large globular shells","empty shell","https://live.staticflickr.com/65535/49870176822_01ec88a816_b.jpg","Animalia","Hemicycla psathyra temperata","checklist_snails_grancanaria:taxon:a6b3f299146368638a9e8aa2f2d8cb8c","WGS84","en","http://creativecommons.org/publicdomain/zero/1.0/","UGent","https://doi.org/10.15468/ny1f9n","UGent","Land and freshwater molluscs of Gran Canaria (Spain)","subspecies","ICZN"
312,"WL:SNAIL:GC:OCC:00311","Trissexodontidae","Caracollina lenticula",,"Caracollina","lenticula",,"(Michaud, 1831)",2020-02-05,2020,"HumanObservation","adult",1,"exact count",27.7933,-15.5435,25,"Barranco del Tariscal del Águila","San Bartolomé de Tirajana","Las Palmas","Gran Canaria","Canary Islands","Spain","ES","Ward Langeraert","Ward Langeraert",,"empty shell","https://live.staticflickr.com/65535/49870176822_01ec88a816_b.jpg","Animalia","Caracollina lenticula","checklist_snails_grancanaria:taxon:fdc20a7b515d2326fac0b766ba4cc5b8","WGS84","en","http://creativecommons.org/publicdomain/zero/1.0/","UGent","https://doi.org/10.15468/ny1f9n","UGent","Land and freshwater molluscs of Gran Canaria (Spain)","species","ICZN"
313,"WL:SNAIL:GC:OCC:00312","Geomitridae","Obelus despreauxii",,"Obelus","despreauxii",,"(d´Orbigny, 1839)",2020-02-05,2020,"HumanObservation",,25,"estimate count",27.7451,-15.5751,25,"Dunas de Maspalomas","San Bartolomé de Tirajana","Las Palmas","Gran Canaria","Canary Islands","Spain","ES","Ward Langeraert","Ward Langeraert",,"(sub)fossil","https://live.staticflickr.com/65535/49869864326_112b35bab4_b.jpg | https://live.staticflickr.com/65535/49870171822_627cd61b21_b.jpg | https://live.staticflickr.com/65535/49869865996_fa64cffc96_b.jpg","Animalia","Obelus despreauxii","checklist_snails_grancanaria:taxon:ed3ab7a319b4d7b1b35602ef8df42349","WGS84","en","http://creativecommons.org/publicdomain/zero/1.0/","UGent","https://doi.org/10.15468/ny1f9n","UGent","Land and freshwater molluscs of Gran Canaria (Spain)","species","ICZN"
