orderNumber,occurrenceID,family,scientificName,genus,species,subspecies,author,eventDate,year,state,individualCount,juvenileCount,adultCount,countMethod,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,locality,municipality,stateProvince,island,islandGroup,country,countryCode,recordedBy,basisOfRecord,disposition,etiket_ref,collection,determinavit (det.),occurrenceRemarks
208,WL:SNAIL:OCC:ES:00207,Geomitridae,Monilearia persimilis,Monilearia,persimilis,,"(Shuttleworth, 1852)",04/02/2020,2020,empty shell,10,,,estimate,27.88795853,-15.73106194,25,Barranco de Veneguera southeastern slope (SW of Cruz de Mogán),Mogán,Las Palmas,Gran Canaria,Canary Islands,Spain,ES,Ward Langeraert,HumanObservation,N,,,Ward Langeraert,"shell smaller and more diamond shaped than M. cf. praeposita, very variable in shell height"
209,WL:SNAIL:OCC:ES:00208,Trissexodontidae,Caracollina lenticula,Caracollina,lenticula,,"(Michaud, 1831)",04/02/2020,2020,empty shell,10,,,estimate,27.88795662,-15.73107147,25,Barranco de Veneguera southeastern slope (SW of Cruz de Mogán),Mogán,Las Palmas,Gran Canaria,Canary Islands,Spain,ES,Ward Langeraert,HumanObservation,N,,,Ward Langeraert,
210,WL:SNAIL:OCC:ES:00209,Geomitridae,Xerotricha aff. orbignii,Xerotricha,aff. orbignii,,,04/02/2020,2020,empty shell,5,2,3,exact,27.88789558,-15.73116398,25,Barranco de Veneguera southeastern slope (SW of Cruz de Mogán),Mogán,Las Palmas,Gran Canaria,Canary Islands,Spain,ES,Ward Langeraert,HumanObservation,Y,9,Ward Langeraert,Ward Langeraert,same species as on Tenerife?
211,WL:SNAIL:OCC:ES:00210,Geomitridae,Monilearia persimilis,Monilearia,persimilis,,"(Shuttleworth, 1852)",04/02/2020,2020,empty shell,2,,,exact,27.88929367,-15.73385811,25,Barranco de Veneguera southeastern slope (SW of Cruz de Mogán),Mogán,Las Palmas,Gran Canaria,Canary Islands,Spain,ES,Ward Langeraert,HumanObservation,N,,,Ward Langeraert,"shell smaller and more diamond shaped than M. cf. praeposita, very variable in shell height"
212,WL:SNAIL:OCC:ES:00211,Helicidae,Hemicycla psathyra psathyra,Hemicycla,psathyra,psathyra,"(R.T. Lowe, 1861)",04/02/2020,2020,empty shell,30,,,estimate,27.88928413,-15.73386574,25,Barranco de Veneguera southeastern slope (SW of Cruz de Mogán),Mogán,Las Palmas,Gran Canaria,Canary Islands,Spain,ES,Ward Langeraert,HumanObservation,N,,,Ward Langeraert,
213,WL:SNAIL:OCC:ES:00212,Enidae,Napaeus josei,Napaeus,josei,,"Santana, Alonso & Ibáñez, 2011",04/02/2020,2020,empty shell,6,,,exact,27.88928413,-15.73386574,25,Barranco de Veneguera southeastern slope (SW of Cruz de Mogán),Mogán,Las Palmas,Gran Canaria,Canary Islands,Spain,ES,Ward Langeraert,HumanObservation,Y,10,Ward Langeraert,Ward Langeraert,
214,WL:SNAIL:OCC:ES:00213,Geomitridae,Xerotricha aff. orbignii,Xerotricha,aff. orbignii,,,04/02/2020,2020,empty shell,7,0,7,exact,27.88927078,-15.73386383,25,Barranco de Veneguera southeastern slope (SW of Cruz de Mogán),Mogán,Las Palmas,Gran Canaria,Canary Islands,Spain,ES,Ward Langeraert,HumanObservation,Y,10,Ward Langeraert,Ward Langeraert,same species as on Tenerife?
215,WL:SNAIL:OCC:ES:00214,Helicidae,Hemicycla saponacea,Hemicycla,saponacea,,"(R.T. Lowe, 1861)",04/02/2020,2020,empty shell,5,,,exact,27.88928223,-15.73388004,25,Barranco de Veneguera southeastern slope (SW of Cruz de Mogán),Mogán,Las Palmas,Gran Canaria,Canary Islands,Spain,ES,Ward Langeraert,HumanObservation,Y,10,Ward Langeraert,Ward Langeraert,
216,WL:SNAIL:OCC:ES:00215,Trissexodontidae,Caracollina lenticula,Caracollina,lenticula,,"(Michaud, 1831)",04/02/2020,2020,empty shell,1,,,exact,27.88922501,-15.7341423,25,Barranco de Veneguera southeastern slope (SW of Cruz de Mogán),Mogán,Las Palmas,Gran Canaria,Canary Islands,Spain,ES,Ward Langeraert,HumanObservation,N,,,Ward Langeraert,
217,WL:SNAIL:OCC:ES:00216,Helicidae,Otala lactea,Otala,lactea,,"(O.F. Müller, 1774)",04/02/2020,2020,empty shell,2,,,exact,27.88851357,-15.73834896,25,Barranco de Veneguera southeastern slope (SW of Cruz de Mogán),Mogán,Las Palmas,Gran Canaria,Canary Islands,Spain,ES,Ward Langeraert,HumanObservation,N,,,Ward Langeraert,
218,WL:SNAIL:OCC:ES:00217,Geomitridae,Xerotricha aff. orbignii,Xerotricha,aff. orbignii,,,04/02/2020,2020,empty shell,5,,,exact,27.88840485,-15.7393856,25,Barranco de Veneguera southeastern slope (SW of Cruz de Mogán),Mogán,Las Palmas,Gran Canaria,Canary Islands,Spain,ES,Ward Langeraert,HumanObservation,N,,,Ward Langeraert,same species as on Tenerife?
219,WL:SNAIL:OCC:ES:00218,Trissexodontidae,Caracollina lenticula,Caracollina,lenticula,,"(Michaud, 1831)",04/02/2020,2020,empty shell,5,,,estimate,27.88840103,-15.73941708,25,Barranco de Veneguera southeastern slope (SW of Cruz de Mogán),Mogán,Las Palmas,Gran Canaria,Canary Islands,Spain,ES,Ward Langeraert,HumanObservation,N,,,Ward Langeraert,
220,WL:SNAIL:OCC:ES:00219,Geomitridae,Monilearia persimilis,Monilearia,persimilis,,"(Shuttleworth, 1852)",04/02/2020,2020,empty shell,15,,,estimate,27.88841629,-15.73939514,25,Barranco de Veneguera southeastern slope (SW of Cruz de Mogán),Mogán,Las Palmas,Gran Canaria,Canary Islands,Spain,ES,Ward Langeraert,HumanObservation,N,,,Ward Langeraert,"shell smaller and more diamond shaped than M. cf. praeposita, very variable in shell height"
221,WL:SNAIL:OCC:ES:00220,Helicidae,Hemicycla saponacea,Hemicycla,saponacea,,"(R.T. Lowe, 1861)",04/02/2020,2020,empty shell,10,,,estimate,27.88840294,-15.73937607,25,Barranco de Veneguera southeastern slope (SW of Cruz de Mogán),Mogán,Las Palmas,Gran Canaria,Canary Islands,Spain,ES,Ward Langeraert,HumanObservation,Y,10,Ward Langeraert,Ward Langeraert,
222,WL:SNAIL:OCC:ES:00221,Helicidae,Hemicycla psathyra psathyra,Hemicycla,psathyra,psathyra,"(R.T. Lowe, 1861)",04/02/2020,2020,empty shell,10,,,estimate,27.88840294,-15.73937702,25,Barranco de Veneguera southeastern slope (SW of Cruz de Mogán),Mogán,Las Palmas,Gran Canaria,Canary Islands,Spain,ES,Ward Langeraert,HumanObservation,N,,,Ward Langeraert,
223,WL:SNAIL:OCC:ES:00222,Enidae,Napaeus josei,Napaeus,josei,,"Santana, Alonso & Ibáñez, 2011",04/02/2020,2020,empty shell,5,,,estimate,27.88841629,-15.73939514,25,Barranco de Veneguera southeastern slope (SW of Cruz de Mogán),Mogán,Las Palmas,Gran Canaria,Canary Islands,Spain,ES,Ward Langeraert,HumanObservation,Y,10,Ward Langeraert,Ward Langeraert,
224,WL:SNAIL:OCC:ES:00223,Helicidae,Hemicycla psathyra psathyra,Hemicycla,psathyra,psathyra,"(R.T. Lowe, 1861)",04/02/2020,2020,empty shell,4,0,4,exact,27.88883781,-15.7394352,25,Barranco de Veneguera southeastern slope (SW of Cruz de Mogán),Mogán,Las Palmas,Gran Canaria,Canary Islands,Spain,ES,Ward Langeraert,HumanObservation,Y,11,Ward Langeraert,Ward Langeraert,
225,WL:SNAIL:OCC:ES:00224,Helicidae,Hemicycla saponacea,Hemicycla,saponacea,,"(R.T. Lowe, 1861)",04/02/2020,2020,empty shell,3,0,3,exact,27.888834,-15.7394352,25,Barranco de Veneguera southeastern slope (SW of Cruz de Mogán),Mogán,Las Palmas,Gran Canaria,Canary Islands,Spain,ES,Ward Langeraert,HumanObservation,Y,11,Ward Langeraert,Ward Langeraert,
226,WL:SNAIL:OCC:ES:00225,Helicidae,Otala lactea,Otala,lactea,,"(O.F. Müller, 1774)",04/02/2020,2020,empty shell,2,,,exact,27.88834572,-15.74024773,25,Barranco de Veneguera southeastern slope (SW of Cruz de Mogán),Mogán,Las Palmas,Gran Canaria,Canary Islands,Spain,ES,Ward Langeraert,HumanObservation,N,,,Ward Langeraert,
227,WL:SNAIL:OCC:ES:00226,Enidae,Napaeus cf. venegueraensis,Napaeus,cf. venegueraensis,,,04/02/2020,2020,empty shell,1,0,1,exact,27.88825417,-15.74109745,25,Barranco de Veneguera southeastern slope (SW of Cruz de Mogán),Mogán,Las Palmas,Gran Canaria,Canary Islands,Spain,ES,Ward Langeraert,HumanObservation,Y,11,Ward Langeraert,Ward Langeraert,"smaller and with a more pointed top, subadult of N. venegueraensis?"
228,WL:SNAIL:OCC:ES:00227,Enidae,Napaeus josei,Napaeus,josei,,"Santana, Alonso & Ibáñez, 2011",04/02/2020,2020,empty shell,1,0,1,exact,27.88825417,-15.74109745,25,Barranco de Veneguera southeastern slope (SW of Cruz de Mogán),Mogán,Las Palmas,Gran Canaria,Canary Islands,Spain,ES,Ward Langeraert,HumanObservation,Y,11,Ward Langeraert,Ward Langeraert,
229,WL:SNAIL:OCC:ES:00228,Helicidae,Otala lactea,Otala,lactea,,"(O.F. Müller, 1774)",04/02/2020,2020,empty shell,2,,,exact,27.88768768,-15.74296474,25,Barranco de Veneguera southeastern slope (SW of Cruz de Mogán),Mogán,Las Palmas,Gran Canaria,Canary Islands,Spain,ES,Ward Langeraert,HumanObservation,N,,,Ward Langeraert,
230,WL:SNAIL:OCC:ES:00229,Helicidae,Hemicycla psathyra psathyra,Hemicycla,psathyra,psathyra,"(R.T. Lowe, 1861)",04/02/2020,2020,empty shell,1,,,exact,27.88767624,-15.74295998,25,Barranco de Veneguera southeastern slope (SW of Cruz de Mogán),Mogán,Las Palmas,Gran Canaria,Canary Islands,Spain,ES,Ward Langeraert,HumanObservation,N,,,Ward Langeraert,
231,WL:SNAIL:OCC:ES:00230,Geomitridae,Monilearia persimilis,Monilearia,persimilis,,"(Shuttleworth, 1852)",04/02/2020,2020,empty shell,10,,,estimate,27.88753319,-15.7432394,25,Barranco de Veneguera southeastern slope (SW of Cruz de Mogán),Mogán,Las Palmas,Gran Canaria,Canary Islands,Spain,ES,Ward Langeraert,HumanObservation,N,,,Ward Langeraert,"shell smaller and more diamond shaped than M. cf. praeposita, very variable in shell height"
232,WL:SNAIL:OCC:ES:00231,Trissexodontidae,Caracollina lenticula,Caracollina,lenticula,,"(Michaud, 1831)",04/02/2020,2020,empty shell,10,,,estimate,27.88751221,-15.74324989,25,Barranco de Veneguera southeastern slope (SW of Cruz de Mogán),Mogán,Las Palmas,Gran Canaria,Canary Islands,Spain,ES,Ward Langeraert,HumanObservation,N,,,Ward Langeraert,
233,WL:SNAIL:OCC:ES:00232,Geomitridae,Monilearia persimilis,Monilearia,persimilis,,"(Shuttleworth, 1852)",04/02/2020,2020,empty shell,1,,,exact,27.88879204,-15.74304295,25,Barranco de Veneguera (W of Cruz de Mogán),Mogán,Las Palmas,Gran Canaria,Canary Islands,Spain,ES,Ward Langeraert,HumanObservation,N,,,Ward Langeraert,"shell smaller and more diamond shaped than M. cf. praeposita, very variable in shell height"
234,WL:SNAIL:OCC:ES:00233,Trissexodontidae,Caracollina lenticula,Caracollina,lenticula,,"(Michaud, 1831)",04/02/2020,2020,empty shell,1,,,exact,27.88880348,-15.74307919,25,Barranco de Veneguera (W of Cruz de Mogán),Mogán,Las Palmas,Gran Canaria,Canary Islands,Spain,ES,Ward Langeraert,HumanObservation,N,,,Ward Langeraert,
235,WL:SNAIL:OCC:ES:00234,Helicidae,Hemicycla psathyra psathyra,Hemicycla,psathyra,psathyra,"(R.T. Lowe, 1861)",04/02/2020,2020,empty shell,1,,,exact,27.88875008,-15.74303246,25,Barranco de Veneguera (W of Cruz de Mogán),Mogán,Las Palmas,Gran Canaria,Canary Islands,Spain,ES,Ward Langeraert,HumanObservation,N,,,Ward Langeraert,
236,WL:SNAIL:OCC:ES:00235,Enidae,Napaeus cf. venegueraensis,Napaeus,cf. venegueraensis,,,04/02/2020,2020,empty shell,1,0,1,exact,27.89095497,-15.74070454,25,Barranco de Veneguera (W of Cruz de Mogán),Mogán,Las Palmas,Gran Canaria,Canary Islands,Spain,ES,Ward Langeraert,HumanObservation,Y,12,Ward Langeraert,Ward Langeraert,"smaller and with a more pointed top, subadult of N. venegueraensis?"
237,WL:SNAIL:OCC:ES:00236,Helicidae,Otala lactea,Otala,lactea,,"(O.F. Müller, 1774)",04/02/2020,2020,empty shell,1,,,exact,27.89109039,-15.74077511,25,Barranco de Veneguera (W of Cruz de Mogán),Mogán,Las Palmas,Gran Canaria,Canary Islands,Spain,ES,Ward Langeraert,HumanObservation,N,,,Ward Langeraert,
238,WL:SNAIL:OCC:ES:00237,Helicidae,Hemicycla psathyra psathyra,Hemicycla,psathyra,psathyra,"(R.T. Lowe, 1861)",04/02/2020,2020,empty shell,1,,,exact,27.90049171,-15.72994995,25,Veneguera,Mogán,Las Palmas,Gran Canaria,Canary Islands,Spain,ES,Ward Langeraert,HumanObservation,N,,,Ward Langeraert,
239,WL:SNAIL:OCC:ES:00238,Helicidae,Otala lactea,Otala,lactea,,"(O.F. Müller, 1774)",04/02/2020,2020,empty shell,1,,,exact,27.9030056,-15.73034191,25,Veneguera,Mogán,Las Palmas,Gran Canaria,Canary Islands,Spain,ES,Ward Langeraert,HumanObservation,N,,,Ward Langeraert,
240,WL:SNAIL:OCC:ES:00239,Helicidae,Otala lactea,Otala,lactea,,"(O.F. Müller, 1774)",04/02/2020,2020,empty shell,1,,,exact,27.90480995,-15.73182774,25,Veneguera,Mogán,Las Palmas,Gran Canaria,Canary Islands,Spain,ES,Ward Langeraert,HumanObservation,N,,,Ward Langeraert,
241,WL:SNAIL:OCC:ES:00240,Achatinidae,Rumina decollata,Rumina,decollata,,"(Linnaeus, 1758)",04/02/2020,2020,empty shell,2,,,exact,27.90480614,-15.73184395,25,Veneguera,Mogán,Las Palmas,Gran Canaria,Canary Islands,Spain,ES,Ward Langeraert,HumanObservation,N,,,Ward Langeraert,
242,WL:SNAIL:OCC:ES:00241,Helicidae,Hemicycla psathyra psathyra,Hemicycla,psathyra,psathyra,"(R.T. Lowe, 1861)",04/02/2020,2020,empty shell,2,,,exact,27.90656662,-15.73349571,25,Veneguera,Mogán,Las Palmas,Gran Canaria,Canary Islands,Spain,ES,Ward Langeraert,HumanObservation,N,,,Ward Langeraert,
243,WL:SNAIL:OCC:ES:00242,Geomitridae,Monilearia persimilis,Monilearia,persimilis,,"(Shuttleworth, 1852)",04/02/2020,2020,empty shell,1,,,exact,27.90865517,-15.73356056,25,Veneguera,Mogán,Las Palmas,Gran Canaria,Canary Islands,Spain,ES,Ward Langeraert,HumanObservation,N,,,Ward Langeraert,"shell smaller and more diamond shaped than M. cf. praeposita, very variable in shell height"
244,WL:SNAIL:OCC:ES:00243,Helicidae,Hemicycla psathyra psathyra,Hemicycla,psathyra,psathyra,"(R.T. Lowe, 1861)",04/02/2020,2020,empty shell,2,,,exact,27.91242981,-15.73525143,25,Veneguera,Mogán,Las Palmas,Gran Canaria,Canary Islands,Spain,ES,Ward Langeraert,HumanObservation,N,,,Ward Langeraert,
245,WL:SNAIL:OCC:ES:00244,Helicidae,Hemicycla psathyra psathyra,Hemicycla,psathyra,psathyra,"(R.T. Lowe, 1861)",04/02/2020,2020,empty shell,1,,,exact,27.91397476,-15.73500633,25,Veneguera,Mogán,Las Palmas,Gran Canaria,Canary Islands,Spain,ES,Ward Langeraert,HumanObservation,N,,,Ward Langeraert,
246,WL:SNAIL:OCC:ES:00245,Helicidae,Hemicycla psathyra psathyra,Hemicycla,psathyra,psathyra,"(R.T. Lowe, 1861)",04/02/2020,2020,alive,1,,,exact,27.90108681,-15.7299633,25,Veneguera,Mogán,Las Palmas,Gran Canaria,Canary Islands,Spain,ES,Ward Langeraert,HumanObservation,N,,,Ward Langeraert,
247,WL:SNAIL:OCC:ES:00246,Helicidae,Hemicycla psathyra psathyra,Hemicycla,psathyra,psathyra,"(R.T. Lowe, 1861)",04/02/2020,2020,empty shell,1,,,exact,27.90044785,-15.72935009,25,Cruz de Mogán,Mogán,Las Palmas,Gran Canaria,Canary Islands,Spain,ES,Ward Langeraert,HumanObservation,N,,,Ward Langeraert,
248,WL:SNAIL:OCC:ES:00247,Trissexodontidae,Caracollina lenticula,Caracollina,lenticula,,"(Michaud, 1831)",04/02/2020,2020,empty shell,2,,,exact,27.90045357,-15.72935486,25,Cruz de Mogán,Mogán,Las Palmas,Gran Canaria,Canary Islands,Spain,ES,Ward Langeraert,HumanObservation,N,,,Ward Langeraert,
249,WL:SNAIL:OCC:ES:00248,Trissexodontidae,Caracollina lenticula,Caracollina,lenticula,,"(Michaud, 1831)",04/02/2020,2020,empty shell,10,,,estimate,27.89796066,-15.72970676,25,Cruz de Mogán,Mogán,Las Palmas,Gran Canaria,Canary Islands,Spain,ES,Ward Langeraert,HumanObservation,N,,,Ward Langeraert,
250,WL:SNAIL:OCC:ES:00249,Helicidae,Hemicycla psathyra psathyra,Hemicycla,psathyra,psathyra,"(R.T. Lowe, 1861)",04/02/2020,2020,empty shell,10,,,estimate,27.89795494,-15.72969437,25,Cruz de Mogán,Mogán,Las Palmas,Gran Canaria,Canary Islands,Spain,ES,Ward Langeraert,HumanObservation,N,,,Ward Langeraert,
251,WL:SNAIL:OCC:ES:00250,Geomitridae,Monilearia persimilis,Monilearia,persimilis,,"(Shuttleworth, 1852)",04/02/2020,2020,empty shell,1,,,exact,27.89796066,-15.7297039,25,Cruz de Mogán,Mogán,Las Palmas,Gran Canaria,Canary Islands,Spain,ES,Ward Langeraert,HumanObservation,N,,,Ward Langeraert,"shell smaller and more diamond shaped than M. cf. praeposita, very variable in shell height"
252,WL:SNAIL:OCC:ES:00251,Helicidae,Hemicycla psathyra psathyra,Hemicycla,psathyra,psathyra,"(R.T. Lowe, 1861)",04/02/2020,2020,empty shell,15,,,estimate,27.89480972,-15.72825623,25,Cruz de Mogán,Mogán,Las Palmas,Gran Canaria,Canary Islands,Spain,ES,Ward Langeraert,HumanObservation,N,,,Ward Langeraert,
253,WL:SNAIL:OCC:ES:00252,Trissexodontidae,Caracollina lenticula,Caracollina,lenticula,,"(Michaud, 1831)",04/02/2020,2020,empty shell,3,,,exact,27.89482117,-15.72825718,25,Cruz de Mogán,Mogán,Las Palmas,Gran Canaria,Canary Islands,Spain,ES,Ward Langeraert,HumanObservation,N,,,Ward Langeraert,
254,WL:SNAIL:OCC:ES:00253,Geomitridae,Monilearia persimilis,Monilearia,persimilis,,"(Shuttleworth, 1852)",04/02/2020,2020,empty shell,5,,,estimate,27.89412308,-15.72817039,25,Cruz de Mogán,Mogán,Las Palmas,Gran Canaria,Canary Islands,Spain,ES,Ward Langeraert,HumanObservation,N,,,Ward Langeraert,"shell smaller and more diamond shaped than M. cf. praeposita, very variable in shell height"
255,WL:SNAIL:OCC:ES:00254,Enidae,Napaeus josei,Napaeus,josei,,"Santana, Alonso & Ibáñez, 2011",04/02/2020,2020,empty shell,3,0,3,exact,27.89381981,-15.72967815,25,Cruz de Mogán,Mogán,Las Palmas,Gran Canaria,Canary Islands,Spain,ES,Ward Langeraert,HumanObservation,Y,13,Ward Langeraert,Ward Langeraert,
256,WL:SNAIL:OCC:ES:00255,Helicidae,Otala lactea,Otala,lactea,,"(O.F. Müller, 1774)",04/02/2020,2020,empty shell,1,,,exact,27.89393044,-15.73041153,25,Cruz de Mogán,Mogán,Las Palmas,Gran Canaria,Canary Islands,Spain,ES,Ward Langeraert,HumanObservation,N,,,Ward Langeraert,
257,WL:SNAIL:OCC:ES:00256,Helicidae,Hemicycla psathyra psathyra,Hemicycla,psathyra,psathyra,"(R.T. Lowe, 1861)",04/02/2020,2020,empty shell,2,,,exact,27.89236069,-15.7298069,25,Cruz de Mogán,Mogán,Las Palmas,Gran Canaria,Canary Islands,Spain,ES,Ward Langeraert,HumanObservation,N,,,Ward Langeraert,
258,WL:SNAIL:OCC:ES:00257,Trissexodontidae,Caracollina lenticula,Caracollina,lenticula,,"(Michaud, 1831)",05/02/2020,2020,empty shell,2,,,exact,27.779356,-15.53096485,25,Between Playa del Águila and Cañon del Águila,San Bartolomé de Tirajana,Las Palmas,Gran Canaria,Canary Islands,Spain,ES,Ward Langeraert,HumanObservation,N,,,Ward Langeraert,
259,WL:SNAIL:OCC:ES:00258,Geomitridae,Monilearia persimilis,Monilearia,persimilis,,"(Shuttleworth, 1852)",05/02/2020,2020,empty shell,25,,,estimate,27.77904129,-15.53144073,25,Between Playa del Águila and Cañon del Águila,San Bartolomé de Tirajana,Las Palmas,Gran Canaria,Canary Islands,Spain,ES,Ward Langeraert,HumanObservation,Y,14,Ward Langeraert,Ward Langeraert,"shell smaller and more diamond shaped than M. cf. praeposita, very variable in shell height"
260,WL:SNAIL:OCC:ES:00259,Helicidae,Hemicycla berkeleii,Hemicycla,berkeleii,,"(R.T. Lowe, 1861)",05/02/2020,2020,empty shell,15,9,6,exact,27.77902222,-15.53145695,25,Between Playa del Águila and Cañon del Águila,San Bartolomé de Tirajana,Las Palmas,Gran Canaria,Canary Islands,Spain,ES,Ward Langeraert,HumanObservation,Y,14,Ward Langeraert,Ward Langeraert,
261,WL:SNAIL:OCC:ES:00260,Geomitridae,Monilearia persimilis,Monilearia,persimilis,,"(Shuttleworth, 1852)",05/02/2020,2020,empty shell,10,,,estimate,27.78342819,-15.53607082,25,Between Playa del Águila and Cañon del Águila,San Bartolomé de Tirajana,Las Palmas,Gran Canaria,Canary Islands,Spain,ES,Ward Langeraert,HumanObservation,N,,,Ward Langeraert,"shell smaller and more diamond shaped than M. cf. praeposita, very variable in shell height"
262,WL:SNAIL:OCC:ES:00261,Helicidae,Hemicycla berkeleii,Hemicycla,berkeleii,,"(R.T. Lowe, 1861)",05/02/2020,2020,empty shell,8,2,6,exact,27.78386307,-15.53685856,25,Between Playa del Águila and Cañon del Águila,San Bartolomé de Tirajana,Las Palmas,Gran Canaria,Canary Islands,Spain,ES,Ward Langeraert,HumanObservation,Y,15,Ward Langeraert,Ward Langeraert,
263,WL:SNAIL:OCC:ES:00262,Trissexodontidae,Caracollina lenticula,Caracollina,lenticula,,"(Michaud, 1831)",05/02/2020,2020,empty shell,1,,,exact,27.78428841,-15.53671074,25,Between Playa del Águila and Cañon del Águila,San Bartolomé de Tirajana,Las Palmas,Gran Canaria,Canary Islands,Spain,ES,Ward Langeraert,HumanObservation,N,,,Ward Langeraert,
264,WL:SNAIL:OCC:ES:00263,Geomitridae,Monilearia persimilis,Monilearia,persimilis,,"(Shuttleworth, 1852)",05/02/2020,2020,empty shell,10,,,estimate,27.78613281,-15.53664875,25,Between Playa del Águila and Cañon del Águila,San Bartolomé de Tirajana,Las Palmas,Gran Canaria,Canary Islands,Spain,ES,Ward Langeraert,HumanObservation,N,,,Ward Langeraert,"shell smaller and more diamond shaped than M. cf. praeposita, very variable in shell height"
265,WL:SNAIL:OCC:ES:00264,Helicidae,Hemicycla berkeleii,Hemicycla,berkeleii,,"(R.T. Lowe, 1861)",05/02/2020,2020,empty shell,1,0,1,exact,27.78615761,-15.53665161,25,Between Playa del Águila and Cañon del Águila,San Bartolomé de Tirajana,Las Palmas,Gran Canaria,Canary Islands,Spain,ES,Ward Langeraert,HumanObservation,N,,,Ward Langeraert,
266,WL:SNAIL:OCC:ES:00265,Geomitridae,Monilearia persimilis,Monilearia,persimilis,,"(Shuttleworth, 1852)",05/02/2020,2020,empty shell,1,,,exact,27.79004478,-15.53681374,25,Barranco del Tariscal del Águila,San Bartolomé de Tirajana,Las Palmas,Gran Canaria,Canary Islands,Spain,ES,Ward Langeraert,HumanObservation,N,,,Ward Langeraert,"shell smaller and more diamond shaped than M. cf. praeposita, very variable in shell height"
267,WL:SNAIL:OCC:ES:00266,Helicidae,Hemicycla berkeleii,Hemicycla,berkeleii,,"(R.T. Lowe, 1861)",05/02/2020,2020,empty shell,2,0,2,exact,27.79023743,-15.537673,25,Barranco del Tariscal del Águila,San Bartolomé de Tirajana,Las Palmas,Gran Canaria,Canary Islands,Spain,ES,Ward Langeraert,HumanObservation,Y,16,Ward Langeraert,Ward Langeraert,
268,WL:SNAIL:OCC:ES:00267,Planorbidae,Ancylus striatus,Ancylus,striatus,,"Quoy & Gaimard, 1834",05/02/2020,2020,empty shell,30,,,estimate,27.7917366,-15.54069805,25,Barranco del Tariscal del Águila,San Bartolomé de Tirajana,Las Palmas,Gran Canaria,Canary Islands,Spain,ES,Ward Langeraert,HumanObservation,Y,16,Ward Langeraert,Ward Langeraert,
269,WL:SNAIL:OCC:ES:00268,Planorbidae,Ancylus striatus,Ancylus,striatus,,"Quoy & Gaimard, 1834",05/02/2020,2020,alive,30,,,estimate,27.79182625,-15.54065704,25,Barranco del Tariscal del Águila,San Bartolomé de Tirajana,Las Palmas,Gran Canaria,Canary Islands,Spain,ES,Ward Langeraert,HumanObservation,N,,,Ward Langeraert,
270,WL:SNAIL:OCC:ES:00269,Physidae,Physella cf. acuta,Physella,cf. acuta,,,05/02/2020,2020,empty shell,20,,,estimate,27.79182243,-15.5406599,25,Barranco del Tariscal del Águila,San Bartolomé de Tirajana,Las Palmas,Gran Canaria,Canary Islands,Spain,ES,Ward Langeraert,HumanObservation,Y,16,Ward Langeraert,Ward Langeraert,"very elongated, but not like A. hypnorum"
271,WL:SNAIL:OCC:ES:00270,Trissexodontidae,Caracollina lenticula,Caracollina,lenticula,,"(Michaud, 1831)",05/02/2020,2020,empty shell,1,0,1,exact,27.79186821,-15.54060841,25,Barranco del Tariscal del Águila,San Bartolomé de Tirajana,Las Palmas,Gran Canaria,Canary Islands,Spain,ES,Ward Langeraert,HumanObservation,N,,,Ward Langeraert,
272,WL:SNAIL:OCC:ES:00271,Planorbidae,Ancylus striatus,Ancylus,striatus,,"Quoy & Gaimard, 1834",05/02/2020,2020,empty shell,60,,,estimate,27.79301834,-15.54146767,25,Barranco del Tariscal del Águila,San Bartolomé de Tirajana,Las Palmas,Gran Canaria,Canary Islands,Spain,ES,Ward Langeraert,HumanObservation,Y,17,Ward Langeraert,Ward Langeraert,ground sample taken
273,WL:SNAIL:OCC:ES:00272,Helicidae,Hemicycla berkeleii,Hemicycla,berkeleii,,"(R.T. Lowe, 1861)",05/02/2020,2020,empty shell,15,2,13,exact,27.79304504,-15.54155064,25,Barranco del Tariscal del Águila,San Bartolomé de Tirajana,Las Palmas,Gran Canaria,Canary Islands,Spain,ES,Ward Langeraert,HumanObservation,Y,18,Ward Langeraert,Ward Langeraert,
274,WL:SNAIL:OCC:ES:00273,Helicidae,Hemicycla berkeleii,Hemicycla,berkeleii,,"(R.T. Lowe, 1861)",05/02/2020,2020,alive,1,0,1,exact,27.79295349,-15.54254913,25,Barranco del Tariscal del Águila,San Bartolomé de Tirajana,Las Palmas,Gran Canaria,Canary Islands,Spain,ES,Ward Langeraert,HumanObservation,N,,,Ward Langeraert,
275,WL:SNAIL:OCC:ES:00274,Geomitridae,Monilearia persimilis,Monilearia,persimilis,,"(Shuttleworth, 1852)",05/02/2020,2020,empty shell,10,,,estimate,27.7929554,-15.54264832,25,Barranco del Tariscal del Águila,San Bartolomé de Tirajana,Las Palmas,Gran Canaria,Canary Islands,Spain,ES,Ward Langeraert,HumanObservation,N,,,Ward Langeraert,"shell smaller and more diamond shaped than M. cf. praeposita, very variable in shell height"
